"Generation","Term","classicFisher","Significant","-log10(p-value)"
"Gen3","cell differentiation involved in embryon...",1,0,0
"Gen3","cell elongation involved in imaginal dis...",1,0,0
"Gen3","cell fate commitment involved in pattern...",1,0,0
"Gen3","cell fate determination",1,0,0
"Gen3","cell fate specification",1,0,0
"Gen3","cell fate specification involved in patt...",1,0,0
"Gen3","cell growth",1,0,0
"Gen3","cell growth involved in cardiac muscle c...",1,0,0
"Gen3","cell junction maintenance",1,0,0
"Gen3","cell killing",1,0,0
"Gen3","cell migration in hindbrain",1,0,0
"Gen3","cell migration involved in gastrulation",1,0,0
"Gen3","cell migration involved in heart develop...",1,0,0
"Gen3","cell migration involved in heart formati...",1,0,0
"Gen3","cell migration involved in sprouting ang...",1,0,0
"Gen3","cell migration to the midline involved i...",1,0,0
"Gen3","cell proliferation in bone marrow",1,0,0
"Gen3","cell proliferation in forebrain",1,0,0
"Gen3","cell proliferation involved in heart mor...",1,0,0
"Gen3","cell proliferation involved in heart val...",1,0,0
"Gen3","cell proliferation involved in heart val...",1,0,0
"Gen3","cell proliferation involved in kidney de...",1,0,0
"Gen3","cell proliferation involved in mesonephr...",1,0,0
"Gen3","cell recognition",1,0,0
"Gen3","cell surface receptor protein serine/thr...",1,0,0
"Gen3","cell surface receptor signaling pathway ...",1,0,0
"Gen3","cell surface receptor signaling pathway ...",1,0,0
"Gen3","cell surface receptor signaling pathway ...",1,0,0
"Gen3","cell volume homeostasis",1,0,0
"Gen3","cell wall glycoprotein biosynthetic proc...",1,0,0
"Gen3","cell wall macromolecule metabolic proces...",1,0,0
"Gen3","cell wall mannoprotein biosynthetic proc...",1,0,0
"Gen3","cell wall organization or biogenesis",1,0,0
"Gen3","cell-cell adhesion mediated by cadherin",1,0,0
"Gen3","cell-cell adhesion via plasma-membrane a...",1,0,0
"Gen3","cell-cell fusion",1,0,0
"Gen3","cell-cell recognition",1,0,0
"Gen3","cell-cell signaling involved in cardiac ...",1,0,0
"Gen3","cell-matrix adhesion",1,0,0
"Gen3","cell-substrate adhesion",1,0,0
"Gen3","cell-substrate junction assembly",1,0,0
"Gen3","cell-substrate junction organization",1,0,0
"Gen3","cellular component maintenance",1,0,0
"Gen3","cellular extravasation",1,0,0
"Gen3","cellular hypotonic response",1,0,0
"Gen3","cellular pigment accumulation",1,0,0
"Gen3","cellular pigmentation",1,0,0
"Gen3","cellular response to BMP stimulus",1,0,0
"Gen3","cellular response to UV",1,0,0
"Gen3","cellular response to X-ray",1,0,0
"Gen3","cellular response to abiotic stimulus",1,0,0
"Gen3","cellular response to abscisic acid stimu...",1,0,0
"Gen3","cellular response to acetylcholine",1,0,0
"Gen3","cellular response to acid chemical",1,0,0
"Gen3","cellular response to alcohol",1,0,0
"Gen3","cellular response to alkaloid",1,0,0
"Gen3","cellular response to amino acid starvati...",1,0,0
"Gen3","cellular response to amino acid stimulus",1,0,0
"Gen3","cellular response to antibiotic",1,0,0
"Gen3","cellular response to cAMP",1,0,0
"Gen3","cellular response to cadmium ion",1,0,0
"Gen3","cellular response to calcium ion",1,0,0
"Gen3","cellular response to carbohydrate stimul...",1,0,0
"Gen3","cellular response to catecholamine stimu...",1,0,0
"Gen3","cellular response to corticosteroid stim...",1,0,0
"Gen3","cellular response to cytokine stimulus",1,0,0
"Gen3","cellular response to decreased oxygen le...",1,0,0
"Gen3","cellular response to dopamine",1,0,0
"Gen3","cellular response to endogenous stimulus",1,0,0
"Gen3","cellular response to environmental stimu...",1,0,0
"Gen3","cellular response to epidermal growth fa...",1,0,0
"Gen3","cellular response to estradiol stimulus",1,0,0
"Gen3","cellular response to external stimulus",1,0,0
"Gen3","cellular response to fibroblast growth f...",1,0,0
"Gen3","cellular response to fluid shear stress",1,0,0
"Gen3","cellular response to forskolin",1,0,0
"Gen3","cellular response to gamma radiation",1,0,0
"Gen3","cellular response to glucocorticoid stim...",1,0,0
"Gen3","cellular response to glucose starvation",1,0,0
"Gen3","cellular response to glucose stimulus",1,0,0
"Gen3","cellular response to growth factor stimu...",1,0,0
"Gen3","cellular response to hexose stimulus",1,0,0
"Gen3","cellular response to hormone stimulus",1,0,0
"Gen3","cellular response to hypoxia",1,0,0
"Gen3","cellular response to insulin stimulus",1,0,0
"Gen3","cellular response to interferon-alpha",1,0,0
"Gen3","cellular response to interleukin-4",1,0,0
"Gen3","cellular response to interleukin-6",1,0,0
"Gen3","cellular response to ionizing radiation",1,0,0
"Gen3","cellular response to ketone",1,0,0
"Gen3","cellular response to lectin",1,0,0
"Gen3","cellular response to leptin stimulus",1,0,0
"Gen3","cellular response to light stimulus",1,0,0
"Gen3","cellular response to lipid",1,0,0
"Gen3","cellular response to lipopolysaccharide",1,0,0
"Gen3","cellular response to mechanical stimulus",1,0,0
"Gen3","cellular response to monoamine stimulus",1,0,0
"Gen3","cellular response to monosaccharide stim...",1,0,0
"Gen3","cellular response to nitric oxide",1,0,0
"Gen3","cellular response to nitrogen compound",1,0,0
"Gen3","cellular response to nutrient",1,0,0
"Gen3","cellular response to osmotic stress",1,0,0
"Gen3","cellular response to oxygen levels",1,0,0
"Gen3","cellular response to peptide hormone sti...",1,0,0
"Gen3","cellular response to radiation",1,0,0
"Gen3","cellular response to reactive nitrogen s...",1,0,0
"Gen3","cellular response to retinoic acid",1,0,0
"Gen3","cellular response to steroid hormone sti...",1,0,0
"Gen3","cellular response to thyroid hormone sti...",1,0,0
"Gen3","cellular response to topologically incor...",1,0,0
"Gen3","cellular response to transforming growth...",1,0,0
"Gen3","cellular response to tumor necrosis fact...",1,0,0
"Gen3","cellular response to type II interferon",1,0,0
"Gen3","cellular response to unfolded protein",1,0,0
"Gen3","cellular response to vascular endothelia...",1,0,0
"Gen3","cellular response to xenobiotic stimulus",1,0,0
"Gen3","cellularization",1,0,0
"Gen3","central nervous system morphogenesis",1,0,0
"Gen3","central nervous system neuron axonogenes...",1,0,0
"Gen3","central nervous system neuron developmen...",1,0,0
"Gen3","central nervous system neuron differenti...",1,0,0
"Gen3","central nervous system projection neuron...",1,0,0
"Gen3","centriole assembly",1,0,0
"Gen3","centriole replication",1,0,0
"Gen3","centromeric sister chromatid cohesion",1,0,0
"Gen3","centrosome localization",1,0,0
"Gen3","centrosome separation",1,0,0
"Gen3","ceramide biosynthetic process",1,0,0
"Gen3","ceramide metabolic process",1,0,0
"Gen3","cerebellar Purkinje cell layer developme...",1,0,0
"Gen3","cerebellar Purkinje cell layer formation",1,0,0
"Gen3","cerebellar Purkinje cell layer morphogen...",1,0,0
"Gen3","cerebellar cortex development",1,0,0
"Gen3","cerebellar cortex formation",1,0,0
"Gen3","cerebellar cortex morphogenesis",1,0,0
"Gen3","cerebellum development",1,0,0
"Gen3","cerebellum morphogenesis",1,0,0
"Gen3","cerebellum structural organization",1,0,0
"Gen3","cerebral cortex cell migration",1,0,0
"Gen3","cerebral cortex development",1,0,0
"Gen3","cerebral cortex neuron differentiation",1,0,0
"Gen3","cerebral cortex radial glia-guided migra...",1,0,0
"Gen3","cerebral cortex radially oriented cell m...",1,0,0
"Gen3","chaeta development",1,0,0
"Gen3","chaeta morphogenesis",1,0,0
"Gen3","chain elongation of O-linked mannose res...",1,0,0
"Gen3","chaperone cofactor-dependent protein ref...",1,0,0
"Gen3","chaperone-mediated autophagy",1,0,0
"Gen3","chaperone-mediated autophagy translocati...",1,0,0
"Gen3","chaperone-mediated protein complex assem...",1,0,0
"Gen3","chemical synaptic transmission",1,0,0
"Gen3","chemical synaptic transmission, postsyna...",1,0,0
"Gen3","chemosensory behavior",1,0,0
"Gen3","chemotaxis",1,0,0
"Gen3","chitin catabolic process",1,0,0
"Gen3","chitin-based cuticle attachment to epith...",1,0,0
"Gen3","chitin-based cuticle development",1,0,0
"Gen3","chitin-based cuticle sclerotization",1,0,0
"Gen3","chitin-based embryonic cuticle biosynthe...",1,0,0
"Gen3","chloride transmembrane transport",1,0,0
"Gen3","chloride transport",1,0,0
"Gen3","cholesterol efflux",1,0,0
"Gen3","cholesterol homeostasis",1,0,0
"Gen3","choline metabolic process",1,0,0
"Gen3","choline transport",1,0,0
"Gen3","chondrocyte development",1,0,0
"Gen3","chondrocyte differentiation",1,0,0
"Gen3","chondroitin sulfate metabolic process",1,0,0
"Gen3","chondroitin sulfate proteoglycan biosynt...",1,0,0
"Gen3","chondroitin sulfate proteoglycan metabol...",1,0,0
"Gen3","chromosome condensation",1,0,0
"Gen3","chromosome localization",1,0,0
"Gen3","chromosome movement towards spindle pole",1,0,0
"Gen3","cilium assembly",1,0,0
"Gen3","cilium movement",1,0,0
"Gen3","cilium movement involved in cell motilit...",1,0,0
"Gen3","cilium or flagellum-dependent cell motil...",1,0,0
"Gen3","cilium organization",1,0,0
"Gen3","cilium-dependent cell motility",1,0,0
"Gen3","circadian behavior",1,0,0
"Gen3","circadian regulation of gene expression",1,0,0
"Gen3","circadian rhythm",1,0,0
"Gen3","circadian sleep/wake cycle",1,0,0
"Gen3","circadian sleep/wake cycle process",1,0,0
"Gen3","circadian sleep/wake cycle, sleep",1,0,0
"Gen3","citrate metabolic process",1,0,0
"Gen3","citrate transport",1,0,0
"Gen3","clathrin coat disassembly",1,0,0
"Gen3","clathrin-dependent endocytosis",1,0,0
"Gen3","club cell differentiation",1,0,0
"Gen3","coagulation",1,0,0
"Gen3","cobalamin metabolic process",1,0,0
"Gen3","cochlea development",1,0,0
"Gen3","cochlea morphogenesis",1,0,0
"Gen3","coenzyme A biosynthetic process",1,0,0
"Gen3","coenzyme A metabolic process",1,0,0
"Gen3","cognition",1,0,0
"Gen3","collagen biosynthetic process",1,0,0
"Gen3","collagen catabolic process",1,0,0
"Gen3","collagen metabolic process",1,0,0
"Gen3","columnar/cuboidal epithelial cell differ...",1,0,0
"Gen3","common bile duct development",1,0,0
"Gen3","compartment pattern specification",1,0,0
"Gen3","compound eye photoreceptor development",1,0,0
"Gen3","compound eye photoreceptor fate commitme...",1,0,0
"Gen3","conjugation with cellular fusion",1,0,0
"Gen3","connective tissue replacement",1,0,0
"Gen3","constitutive heterochromatin formation",1,0,0
"Gen3","contractile actin filament bundle assemb...",1,0,0
"Gen3","convergent extension",1,0,0
"Gen3","convergent extension involved in axis el...",1,0,0
"Gen3","convergent extension involved in gastrul...",1,0,0
"Gen3","convergent extension involved in organog...",1,0,0
"Gen3","copper ion homeostasis",1,0,0
"Gen3","copper ion transport",1,0,0
"Gen3","coronary vasculature development",1,0,0
"Gen3","coronary vasculature morphogenesis",1,0,0
"Gen3","cortisol biosynthetic process",1,0,0
"Gen3","cortisol metabolic process",1,0,0
"Gen3","courtship behavior",1,0,0
"Gen3","cranial nerve development",1,0,0
"Gen3","cranial nerve formation",1,0,0
"Gen3","cranial nerve morphogenesis",1,0,0
"Gen3","cranial skeletal system development",1,0,0
"Gen3","cuticle development",1,0,0
"Gen3","cuticle pigmentation",1,0,0
"Gen3","cyclic nucleotide catabolic process",1,0,0
"Gen3","cyclic purine nucleotide metabolic proce...",1,0,0
"Gen3","cysteinyl-tRNA aminoacylation",1,0,0
"Gen3","cytochrome complex assembly",1,0,0
"Gen3","cytokine production involved in immune r...",1,0,0
"Gen3","cytokine-mediated signaling pathway",1,0,0
"Gen3","cytolysis",1,0,0
"Gen3","cytoplasmic microtubule organization",1,0,0
"Gen3","cytoplasmic translational termination",1,0,0
"Gen3","cytoskeleton-dependent cytoplasmic trans...",1,0,0
"Gen3","cytosolic ribosome assembly",1,0,0
"Gen3","cytosolic transport",1,0,0
"Gen3","dATP metabolic process",1,0,0
"Gen3","dTMP biosynthetic process",1,0,0
"Gen3","dTMP metabolic process",1,0,0
"Gen3","dUMP biosynthetic process",1,0,0
"Gen3","dUMP metabolic process",1,0,0
"Gen3","dUTP metabolic process",1,0,0
"Gen3","dauer larval development",1,0,0
"Gen3","deadenylation-dependent decapping of nuc...",1,0,0
"Gen3","defense response to Gram-positive bacter...",1,0,0
"Gen3","defense response to fungus",1,0,0
"Gen3","definitive erythrocyte differentiation",1,0,0
"Gen3","definitive hemopoiesis",1,0,0
"Gen3","dendrite development",1,0,0
"Gen3","dendrite guidance",1,0,0
"Gen3","dendrite morphogenesis",1,0,0
"Gen3","dendrite self-avoidance",1,0,0
"Gen3","dendritic cell differentiation",1,0,0
"Gen3","dendritic spine development",1,0,0
"Gen3","dendritic spine organization",1,0,0
"Gen3","dense core granule exocytosis",1,0,0
"Gen3","dense core granule localization",1,0,0
"Gen3","dentate gyrus development",1,0,0
"Gen3","deoxyribonucleoside diphosphate metaboli...",1,0,0
"Gen3","deoxyribonucleoside monophosphate biosyn...",1,0,0
"Gen3","deoxyribonucleoside monophosphate metabo...",1,0,0
"Gen3","deoxyribonucleoside triphosphate metabol...",1,0,0
"Gen3","deoxyribonucleotide biosynthetic process",1,0,0
"Gen3","deoxyribonucleotide catabolic process",1,0,0
"Gen3","deoxyribonucleotide metabolic process",1,0,0
"Gen3","deoxyribose phosphate biosynthetic proce...",1,0,0
"Gen3","deoxyribose phosphate catabolic process",1,0,0
"Gen3","deoxyribose phosphate metabolic process",1,0,0
"Gen3","detection of abiotic stimulus",1,0,0
"Gen3","detection of biotic stimulus",1,0,0
"Gen3","detection of calcium ion",1,0,0
"Gen3","detection of chemical stimulus",1,0,0
"Gen3","detection of chemical stimulus involved ...",1,0,0
"Gen3","detection of chemical stimulus involved ...",1,0,0
"Gen3","detection of external biotic stimulus",1,0,0
"Gen3","detection of external stimulus",1,0,0
"Gen3","detection of light stimulus",1,0,0
"Gen3","detection of light stimulus involved in ...",1,0,0
"Gen3","detection of light stimulus involved in ...",1,0,0
"Gen3","detection of mechanical stimulus",1,0,0
"Gen3","detection of mechanical stimulus involve...",1,0,0
"Gen3","detection of mechanical stimulus involve...",1,0,0
"Gen3","detection of molecule of bacterial origi...",1,0,0
"Gen3","detection of stimulus",1,0,0
"Gen3","detection of stimulus involved in sensor...",1,0,0
"Gen3","detection of stimulus involved in sensor...",1,0,0
"Gen3","detection of temperature stimulus",1,0,0
"Gen3","detection of temperature stimulus involv...",1,0,0
"Gen3","detection of temperature stimulus involv...",1,0,0
"Gen3","detection of visible light",1,0,0
"Gen3","determination of bilateral symmetry",1,0,0
"Gen3","determination of dorsal/ventral asymmetr...",1,0,0
"Gen3","determination of heart left/right asymme...",1,0,0
"Gen3","determination of left/right symmetry",1,0,0
"Gen3","determination of liver left/right asymme...",1,0,0
"Gen3","determination of ventral identity",1,0,0
"Gen3","developmental cell growth",1,0,0
"Gen3","developmental growth involved in morphog...",1,0,0
"Gen3","developmental induction",1,0,0
"Gen3","developmental pigmentation",1,0,0
"Gen3","dicarboxylic acid catabolic process",1,0,0
"Gen3","dicarboxylic acid transport",1,0,0
"Gen3","digestive system development",1,0,0
"Gen3","digestive tract development",1,0,0
"Gen3","digestive tract morphogenesis",1,0,0
"Gen3","diol biosynthetic process",1,0,0
"Gen3","diol metabolic process",1,0,0
"Gen3","disaccharide transport",1,0,0
"Gen3","diterpenoid metabolic process",1,0,0
"Gen3","dolichol metabolic process",1,0,0
"Gen3","dopamine biosynthetic process",1,0,0
"Gen3","dopamine metabolic process",1,0,0
"Gen3","dopaminergic neuron differentiation",1,0,0
"Gen3","dorsal aorta development",1,0,0
"Gen3","dorsal aorta morphogenesis",1,0,0
"Gen3","dorsal appendage formation",1,0,0
"Gen3","dorsal spinal cord development",1,0,0
"Gen3","dorsal/ventral axis specification",1,0,0
"Gen3","dorsal/ventral neural tube patterning",1,0,0
"Gen3","dorsal/ventral pattern formation",1,0,0
"Gen3","dorsal/ventral pattern formation, imagin...",1,0,0
"Gen3","dsRNA transport",1,0,0
"Gen3","early endosome to Golgi transport",1,0,0
"Gen3","early endosome to late endosome transpor...",1,0,0
"Gen3","eating behavior",1,0,0
"Gen3","ectodermal placode development",1,0,0
"Gen3","ectodermal placode formation",1,0,0
"Gen3","ectodermal placode morphogenesis",1,0,0
"Gen3","egg chorion assembly",1,0,0
"Gen3","egg-laying behavior",1,0,0
"Gen3","embryo development ending in seed dorman...",1,0,0
"Gen3","embryonic appendage morphogenesis",1,0,0
"Gen3","embryonic body morphogenesis",1,0,0
"Gen3","embryonic camera-type eye development",1,0,0
"Gen3","embryonic camera-type eye formation",1,0,0
"Gen3","embryonic camera-type eye morphogenesis",1,0,0
"Gen3","embryonic cleavage",1,0,0
"Gen3","embryonic cranial skeleton morphogenesis",1,0,0
"Gen3","embryonic digestive tract development",1,0,0
"Gen3","embryonic digestive tract morphogenesis",1,0,0
"Gen3","embryonic digit morphogenesis",1,0,0
"Gen3","embryonic eye morphogenesis",1,0,0
"Gen3","embryonic foregut morphogenesis",1,0,0
"Gen3","embryonic forelimb morphogenesis",1,0,0
"Gen3","embryonic heart tube anterior/posterior ...",1,0,0
"Gen3","embryonic heart tube morphogenesis",1,0,0
"Gen3","embryonic hemopoiesis",1,0,0
"Gen3","embryonic hindgut morphogenesis",1,0,0
"Gen3","embryonic limb morphogenesis",1,0,0
"Gen3","embryonic placenta development",1,0,0
"Gen3","embryonic skeletal system development",1,0,0
"Gen3","embryonic skeletal system morphogenesis",1,0,0
"Gen3","embryonic viscerocranium morphogenesis",1,0,0
"Gen3","encapsulation of foreign target",1,0,0
"Gen3","endocardial cell differentiation",1,0,0
"Gen3","endocardial cushion development",1,0,0
"Gen3","endocardial cushion formation",1,0,0
"Gen3","endocardial cushion morphogenesis",1,0,0
"Gen3","endocardium development",1,0,0
"Gen3","endocardium morphogenesis",1,0,0
"Gen3","endochondral bone morphogenesis",1,0,0
"Gen3","endochondral ossification",1,0,0
"Gen3","endocrine hormone secretion",1,0,0
"Gen3","endocrine pancreas development",1,0,0
"Gen3","endocrine process",1,0,0
"Gen3","endocrine system development",1,0,0
"Gen3","endocytic recycling",1,0,0
"Gen3","endoderm formation",1,0,0
"Gen3","endodermal cell differentiation",1,0,0
"Gen3","endodermal cell fate commitment",1,0,0
"Gen3","endonucleolytic cleavage in ITS1 to sepa...",1,0,0
"Gen3","endonucleolytic cleavage to generate mat...",1,0,0
"Gen3","endoplasmic reticulum membrane organizat...",1,0,0
"Gen3","endoplasmic reticulum organization",1,0,0
"Gen3","endoplasmic reticulum to cytosol transpo...",1,0,0
"Gen3","endoplasmic reticulum tubular network or...",1,0,0
"Gen3","endoplasmic reticulum unfolded protein r...",1,0,0
"Gen3","endosomal transport",1,0,0
"Gen3","endosomal vesicle fusion",1,0,0
"Gen3","endosome organization",1,0,0
"Gen3","endosome to lysosome transport",1,0,0
"Gen3","endosome to pigment granule transport",1,0,0
"Gen3","endosome transport via multivesicular bo...",1,0,0
"Gen3","endothelial cell activation",1,0,0
"Gen3","endothelial cell apoptotic process",1,0,0
"Gen3","endothelial cell chemotaxis",1,0,0
"Gen3","endothelial cell development",1,0,0
"Gen3","endothelial cell differentiation",1,0,0
"Gen3","endothelial cell fate commitment",1,0,0
"Gen3","endothelial cell fate specification",1,0,0
"Gen3","endothelial tube morphogenesis",1,0,0
"Gen3","endothelium development",1,0,0
"Gen3","energy homeostasis",1,0,0
"Gen3","energy taxis",1,0,0
"Gen3","enteroendocrine cell differentiation",1,0,0
"Gen3","entrainment of circadian clock",1,0,0
"Gen3","epiboly",1,0,0
"Gen3","epiboly involved in wound healing",1,0,0
"Gen3","epidermal cell fate specification",1,0,0
"Gen3","epidermal growth factor receptor signali...",1,0,0
"Gen3","epidermal stem cell homeostasis",1,0,0
"Gen3","epidermis morphogenesis",1,0,0
"Gen3","epithelial cell apoptotic process",1,0,0
"Gen3","epithelial cell fate commitment",1,0,0
"Gen3","epithelial cell migration",1,0,0
"Gen3","epithelial cell migration, open tracheal...",1,0,0
"Gen3","epithelial cell morphogenesis",1,0,0
"Gen3","epithelial cell morphogenesis involved i...",1,0,0
"Gen3","epithelial cell proliferation involved i...",1,0,0
"Gen3","epithelial cell proliferation involved i...",1,0,0
"Gen3","epithelial cell proliferation involved i...",1,0,0
"Gen3","epithelial cell-cell adhesion",1,0,0
"Gen3","epithelial cilium movement involved in d...",1,0,0
"Gen3","epithelial cilium movement involved in e...",1,0,0
"Gen3","epithelial structure maintenance",1,0,0
"Gen3","epithelial to mesenchymal transition",1,0,0
"Gen3","epithelial to mesenchymal transition inv...",1,0,0
"Gen3","epithelium migration",1,0,0
"Gen3","erythrocyte development",1,0,0
"Gen3","erythrocyte maturation",1,0,0
"Gen3","erythrose 4-phosphate/phosphoenolpyruvat...",1,0,0
"Gen3","erythrose 4-phosphate/phosphoenolpyruvat...",1,0,0
"Gen3","establishment of Golgi localization",1,0,0
"Gen3","establishment of apical/basal cell polar...",1,0,0
"Gen3","establishment of blood-brain barrier",1,0,0
"Gen3","establishment of body hair or bristle pl...",1,0,0
"Gen3","establishment of cell polarity",1,0,0
"Gen3","establishment of chromosome localization",1,0,0
"Gen3","establishment of endothelial barrier",1,0,0
"Gen3","establishment of epithelial cell apical/...",1,0,0
"Gen3","establishment of epithelial cell polarit...",1,0,0
"Gen3","establishment of glial blood-brain barri...",1,0,0
"Gen3","establishment of imaginal disc-derived w...",1,0,0
"Gen3","establishment of meiotic spindle localiz...",1,0,0
"Gen3","establishment of meiotic spindle orienta...",1,0,0
"Gen3","establishment of melanosome localization",1,0,0
"Gen3","establishment of mitochondrion localizat...",1,0,0
"Gen3","establishment of mitochondrion localizat...",1,0,0
"Gen3","establishment of mitotic spindle localiz...",1,0,0
"Gen3","establishment of mitotic spindle orienta...",1,0,0
"Gen3","establishment of monopolar cell polarity",1,0,0
"Gen3","establishment of ommatidial planar polar...",1,0,0
"Gen3","establishment of pigment granule localiz...",1,0,0
"Gen3","establishment of spindle localization",1,0,0
"Gen3","establishment of spindle orientation",1,0,0
"Gen3","establishment of vesicle localization",1,0,0
"Gen3","establishment or maintenance of apical/b...",1,0,0
"Gen3","establishment or maintenance of bipolar ...",1,0,0
"Gen3","establishment or maintenance of cell pol...",1,0,0
"Gen3","establishment or maintenance of cell pol...",1,0,0
"Gen3","establishment or maintenance of cytoskel...",1,0,0
"Gen3","establishment or maintenance of epitheli...",1,0,0
"Gen3","establishment or maintenance of microtub...",1,0,0
"Gen3","establishment or maintenance of monopola...",1,0,0
"Gen3","establishment or maintenance of polarity...",1,0,0
"Gen3","establishment or maintenance of transmem...",1,0,0
"Gen3","estrogen receptor signaling pathway",1,0,0
"Gen3","estrous cycle",1,0,0
"Gen3","excitatory postsynaptic potential",1,0,0
"Gen3","excretion",1,0,0
"Gen3","exit from mitosis",1,0,0
"Gen3","exocrine pancreas development",1,0,0
"Gen3","exocytic process",1,0,0
"Gen3","exonucleolytic trimming to generate matu...",1,0,0
"Gen3","exosomal secretion",1,0,0
"Gen3","export across plasma membrane",1,0,0
"Gen3","external encapsulating structure organiz...",1,0,0
"Gen3","extracellular exosome assembly",1,0,0
"Gen3","extracellular exosome biogenesis",1,0,0
"Gen3","extracellular matrix assembly",1,0,0
"Gen3","extracellular matrix disassembly",1,0,0
"Gen3","extracellular matrix organization",1,0,0
"Gen3","extracellular structure organization",1,0,0
"Gen3","extracellular transport",1,0,0
"Gen3","extracellular vesicle biogenesis",1,0,0
"Gen3","extrinsic apoptotic signaling pathway in...",1,0,0
"Gen3","eye photoreceptor cell development",1,0,0
"Gen3","eye photoreceptor cell fate commitment",1,0,0
"Gen3","eye pigment biosynthetic process",1,0,0
"Gen3","eye pigment metabolic process",1,0,0
"Gen3","eye pigmentation",1,0,0
"Gen3","eye-antennal disc development",1,0,0
"Gen3","eyelid development in camera-type eye",1,0,0
"Gen3","face development",1,0,0
"Gen3","face morphogenesis",1,0,0
"Gen3","fat body development",1,0,0
"Gen3","fatty acid alpha-oxidation",1,0,0
"Gen3","fatty acid biosynthetic process",1,0,0
"Gen3","fatty acid derivative biosynthetic proce...",1,0,0
"Gen3","fatty acid derivative catabolic process",1,0,0
"Gen3","fatty acid derivative metabolic process",1,0,0
"Gen3","fatty acid elongation",1,0,0
"Gen3","fatty acid homeostasis",1,0,0
"Gen3","fatty acid transmembrane transport",1,0,0
"Gen3","fatty acid transport",1,0,0
"Gen3","fatty-acyl-CoA biosynthetic process",1,0,0
"Gen3","fatty-acyl-CoA metabolic process",1,0,0
"Gen3","fatty-acyl-CoA transport",1,0,0
"Gen3","fear response",1,0,0
"Gen3","feeding behavior",1,0,0
"Gen3","female germ-line cyst formation",1,0,0
"Gen3","female germ-line stem cell population ma...",1,0,0
"Gen3","female gonad morphogenesis",1,0,0
"Gen3","female meiosis chromosome segregation",1,0,0
"Gen3","female meiotic nuclear division",1,0,0
"Gen3","fertilization",1,0,0
"Gen3","fibrinolysis",1,0,0
"Gen3","fibroblast growth factor receptor signal...",1,0,0
"Gen3","fibroblast growth factor receptor signal...",1,0,0
"Gen3","fibroblast migration",1,0,0
"Gen3","fibroblast proliferation",1,0,0
"Gen3","filamentous growth",1,0,0
"Gen3","filamentous growth of a population of un...",1,0,0
"Gen3","fin development",1,0,0
"Gen3","flagellated sperm motility",1,0,0
"Gen3","flavin-containing compound metabolic pro...",1,0,0
"Gen3","flight behavior",1,0,0
"Gen3","fluid transport",1,0,0
"Gen3","focal adhesion assembly",1,0,0
"Gen3","folic acid metabolic process",1,0,0
"Gen3","folic acid-containing compound catabolic...",1,0,0
"Gen3","follicle cell of egg chamber development",1,0,0
"Gen3","follicle cell of egg chamber migration",1,0,0
"Gen3","follicle cell of egg chamber stalk forma...",1,0,0
"Gen3","follicle-stimulating hormone secretion",1,0,0
"Gen3","forebrain cell migration",1,0,0
"Gen3","forebrain generation of neurons",1,0,0
"Gen3","forebrain morphogenesis",1,0,0
"Gen3","forebrain neuron development",1,0,0
"Gen3","forebrain neuron differentiation",1,0,0
"Gen3","forebrain regionalization",1,0,0
"Gen3","foregut morphogenesis",1,0,0
"Gen3","forelimb morphogenesis",1,0,0
"Gen3","formation of a compartment boundary",1,0,0
"Gen3","formation of anatomical boundary",1,0,0
"Gen3","formation of animal organ boundary",1,0,0
"Gen3","formation of radial glial scaffolds",1,0,0
"Gen3","free ubiquitin chain polymerization",1,0,0
"Gen3","fructose 2,6-bisphosphate metabolic proc...",1,0,0
"Gen3","fructose 6-phosphate metabolic process",1,0,0
"Gen3","fructose metabolic process",1,0,0
"Gen3","fruit development",1,0,0
"Gen3","fucose metabolic process",1,0,0
"Gen3","fucosylation",1,0,0
"Gen3","fungal-type cell wall organization or bi...",1,0,0
"Gen3","galactose catabolic process",1,0,0
"Gen3","galactose metabolic process",1,0,0
"Gen3","gamma-aminobutyric acid catabolic proces...",1,0,0
"Gen3","gamma-aminobutyric acid metabolic proces...",1,0,0
"Gen3","ganglion mother cell fate determination",1,0,0
"Gen3","gap junction assembly",1,0,0
"Gen3","gas transport",1,0,0
"Gen3","gastrulation involving germ band extensi...",1,1,0
"Gen3","generation of catalytic spliceosome for ...",1,0,0
"Gen3","generation of catalytic spliceosome for ...",1,0,0
"Gen3","genital disc development",1,0,0
"Gen3","genital disc morphogenesis",1,0,0
"Gen3","genitalia development",1,0,0
"Gen3","genitalia morphogenesis",1,0,0
"Gen3","germ cell migration",1,0,0
"Gen3","germ-line cyst formation",1,0,0
"Gen3","germarium-derived female germ-line cyst ...",1,0,0
"Gen3","germarium-derived oocyte differentiation",1,0,0
"Gen3","germarium-derived oocyte fate determinat...",1,0,0
"Gen3","glandular epithelial cell differentiatio...",1,0,0
"Gen3","glial cell apoptotic process",1,0,0
"Gen3","glial cell fate specification",1,0,0
"Gen3","glial cell migration",1,0,0
"Gen3","glial cell proliferation",1,0,0
"Gen3","glial cell-derived neurotrophic factor r...",1,0,0
"Gen3","glial cell-derived neurotrophic factor r...",1,0,0
"Gen3","global genome nucleotide-excision repair",1,0,0
"Gen3","glomerulus morphogenesis",1,0,0
"Gen3","glucan biosynthetic process",1,0,0
"Gen3","glucocorticoid biosynthetic process",1,0,0
