region	chr	midPos	Nsites
(113,893)(114356,115287)(100000,150000)	JASDQU010105168.1	125000	782	0.036413
(203,2886)(223504,227491)(200000,250000)	JASDQU010105177.1	225000	2685	-0.002107
(264,676)(106624,107119)(100000,150000)	JASDQU010105182.1	125000	414	0.021836
(445,452)(142180,142188)(100000,150000)	JASDQU010105226.1	125000	9	0.209872
(453,1716)(234654,236015)(200000,250000)	JASDQU010105226.1	225000	1265	0.795331
(364,2180)(124361,133543)(100000,150000)	JASDQU010105227.1	125000	1818	0.118198
(2033,2784)(120386,121405)(100000,150000)	JASDQU010105275.1	125000	753	0.138098
(2785,3529)(167971,168715)(150000,200000)	JASDQU010105275.1	175000	746	0.538850
(884,1071)(471300,471510)(450000,500000)	JASDQU010105291.1	475000	189	0.077185
(78,351)(128168,129108)(100000,150000)	JASDQU010105349.1	125000	275	0.071557
(84,1017)(252021,253046)(250000,300000)	JASDQU010105352.1	275000	935	0.582051
(1018,3868)(307284,334689)(300000,350000)	JASDQU010105352.1	325000	2852	0.491724
(1163,1415)(55662,56130)(50000,100000)	JASDQU010105376.1	75000	254	0.079397
(226,315)(174420,174521)(150000,200000)	JASDQU010105378.1	175000	91	0.375501
(72,194)(65841,65963)(50000,100000)	JASDQU010105393.1	75000	124	0.052589
(330,558)(85900,86256)(50000,100000)	JASDQU010105403.1	75000	230	0.034531
(559,1228)(123039,138392)(100000,150000)	JASDQU010105403.1	125000	671	0.721567
(952,1084)(122576,122709)(100000,150000)	JASDQU010105420.1	125000	134	0.413368
(3738,8290)(55221,80706)(50000,100000)	JASDQU010105446.1	75000	4554	0.135667
(804,937)(54936,55089)(50000,100000)	JASDQU010105466.1	75000	135	0.209349
(751,1158)(54801,77584)(50000,100000)	JASDQU010105481.1	75000	409	0.016964
(1040,1581)(124066,124635)(100000,150000)	JASDQU010105543.1	125000	543	0.554485
(7,173)(103838,104006)(100000,150000)	JASDQU010105574.1	125000	168	0.007097
(31,1840)(151380,153219)(150000,200000)	JASDQU010105586.1	175000	1811	0.340004
(12,197)(100321,100530)(100000,150000)	JASDQU010105639.1	125000	187	0.461835
(168,820)(71400,72066)(50000,100000)	JASDQU010105649.1	75000	654	0.720842
(821,3041)(179535,181763)(150000,200000)	JASDQU010105649.1	175000	2222	0.805440
(764,2360)(68010,70150)(50000,100000)	JASDQU010105660.1	75000	1598	0.525109
(2350,2640)(192597,193140)(150000,200000)	JASDQU010105692.1	175000	292	0.080771
(324,504)(201879,202201)(200000,250000)	JASDQU010105693.1	225000	182	0.027197
(700,848)(255017,255169)(250000,300000)	JASDQU010105718.1	275000	150	0.839505
(396,441)(117021,117078)(100000,150000)	JASDQU010105722.1	125000	47	0.132266
(493,1337)(68192,69044)(50000,100000)	JASDQU010105754.1	75000	846	0.471151
(1338,1777)(259244,288714)(250000,300000)	JASDQU010105754.1	275000	441	0.071311
(1778,2825)(324644,337493)(300000,350000)	JASDQU010105754.1	325000	1049	0.035529
(929,1850)(176325,187317)(150000,200000)	JASDQU010105763.1	175000	923	0.306857
(1378,1938)(152971,157987)(150000,200000)	JASDQU010105776.1	175000	562	0.059365
(83,315)(139891,140181)(100000,150000)	JASDQU010105783.1	125000	234	0.474545
(2953,3311)(78414,78775)(50000,100000)	JASDQU010105796.1	75000	360	0.341560
(762,1604)(73696,96588)(50000,100000)	JASDQU010105803.1	75000	844	0.126714
(911,2693)(132157,134009)(100000,150000)	JASDQU010105827.1	125000	1784	0.533587
(82,739)(234187,234889)(200000,250000)	JASDQU010105843.1	225000	659	0.033499
(415,659)(156834,157247)(150000,200000)	JASDQU010105844.1	175000	246	0.048239
(602,3762)(175746,179712)(150000,200000)	JASDQU010105857.1	175000	3162	0.607884
(449,848)(60221,60620)(50000,100000)	JASDQU010105888.1	75000	401	0.061218
(803,2021)(300238,301469)(300000,350000)	JASDQU010105909.1	325000	1220	0.304108
(47,2337)(122075,137347)(100000,150000)	JASDQU010105956.1	125000	2292	0.715140
(943,1773)(71772,72606)(50000,100000)	JASDQU010105997.1	75000	832	0.430197
(1774,1807)(113097,113157)(100000,150000)	JASDQU010105997.1	125000	35	0.029914
(170,304)(193391,193770)(150000,200000)	JASDQU010106001.1	175000	136	0.098129
(305,591)(247244,247563)(200000,250000)	JASDQU010106001.1	225000	288	0.038558
(44,183)(127277,127423)(100000,150000)	JASDQU010106006.1	125000	141	0.076548
(184,677)(232492,233035)(200000,250000)	JASDQU010106006.1	225000	495	0.076207
(678,1364)(298336,299999)(250000,300000)	JASDQU010106006.1	275000	688	0.399694
(315,656)(134012,134372)(100000,150000)	JASDQU010106054.1	125000	343	0.086346
(2697,3453)(67709,68899)(50000,100000)	JASDQU010106083.1	75000	758	0.123494
(1259,1833)(77566,78157)(50000,100000)	JASDQU010106093.1	75000	576	0.739806
(314,1277)(60089,64855)(50000,100000)	JASDQU010106116.1	75000	965	0.347448
(109,257)(101080,101228)(100000,150000)	JASDQU010106170.1	125000	150	0.057017
(601,776)(53992,54338)(50000,100000)	JASDQU010106214.1	75000	177	0.068103
(1369,2650)(105584,134987)(100000,150000)	JASDQU010106217.1	125000	1283	0.477823
(139,2769)(59369,63479)(50000,100000)	JASDQU010106237.1	75000	2632	0.839052
(1796,2483)(137295,138038)(100000,150000)	JASDQU010106277.1	125000	689	0.564182
(1012,1092)(121599,121718)(100000,150000)	JASDQU010106348.1	125000	82	0.060503
(472,1918)(91268,92961)(50000,100000)	JASDQU010106355.1	75000	1448	0.277298
(1225,3645)(91961,98920)(50000,100000)	JASDQU010106386.1	75000	2422	0.502979
(1357,2018)(226518,227209)(200000,250000)	JASDQU010106411.1	225000	663	0.626171
(380,1008)(133377,134018)(100000,150000)	JASDQU010106459.1	125000	630	0.335963
(500,520)(99976,99999)(50000,100000)	JASDQU010106462.1	75000	22	0.051365
(310,590)(78751,79507)(50000,100000)	JASDQU010106466.1	75000	282	0.031408
(591,1156)(120359,121213)(100000,150000)	JASDQU010106466.1	125000	567	0.264331
(1157,1312)(185978,186173)(150000,200000)	JASDQU010106466.1	175000	157	0.124792
(221,298)(107550,107901)(100000,150000)	JASDQU010106475.1	125000	79	0.061682
(1065,1965)(132556,133564)(100000,150000)	JASDQU010106495.1	125000	902	0.236453
(1193,6207)(50000,56356)(50000,100000)	JASDQU010106513.1	75000	5016	0.677931
(1549,2093)(54484,55030)(50000,100000)	JASDQU010106522.1	75000	546	0.860164
(2094,2164)(121292,121363)(100000,150000)	JASDQU010106522.1	125000	72	0.081760
(655,1267)(70378,71035)(50000,100000)	JASDQU010106523.1	75000	614	0.360800
(9,17)(69511,69523)(50000,100000)	JASDQU010106536.1	75000	10	0.042567
(109,2092)(109777,134247)(100000,150000)	JASDQU010106539.1	125000	1985	0.548567
(1089,1915)(221598,222446)(200000,250000)	JASDQU010106547.1	225000	828	0.637880
(1280,2220)(153792,154740)(150000,200000)	JASDQU010106558.1	175000	942	0.659681
(1966,2076)(117247,123221)(100000,150000)	JASDQU010106565.1	125000	112	0.040431
(25,3563)(55271,60216)(50000,100000)	JASDQU010106570.1	75000	3540	0.391165
(3111,3182)(55038,55113)(50000,100000)	JASDQU010106587.1	75000	73	0.079980
(85,727)(99309,99960)(50000,100000)	JASDQU010106632.1	75000	644	0.023337
(2251,3115)(337724,338596)(300000,350000)	JASDQU010106661.1	325000	866	0.109209
(3596,3803)(112498,112888)(100000,150000)	JASDQU010106678.1	125000	209	0.454958
(1347,1913)(50000,50575)(50000,100000)	JASDQU010106681.1	75000	568	0.720448
(80,98)(161364,161410)(150000,200000)	JASDQU010106780.1	175000	20	0.127484
(587,739)(100000,100172)(100000,150000)	JASDQU010106784.1	125000	154	0.174090
(1690,2115)(66947,68548)(50000,100000)	JASDQU010106828.1	75000	427	0.123606
(912,2447)(113630,117601)(100000,150000)	JASDQU010106878.1	125000	1537	0.046794
(156,1272)(134955,136169)(100000,150000)	JASDQU010106887.1	125000	1118	0.659891
(465,1266)(68353,69635)(50000,100000)	JASDQU010106936.1	75000	803	0.432120
(1267,2210)(270616,271577)(250000,300000)	JASDQU010106936.1	275000	945	0.081271
(139,1025)(109723,140358)(100000,150000)	JASDQU010106981.1	125000	888	0.443309
(1123,2146)(64856,75708)(50000,100000)	JASDQU010106993.1	75000	1025	0.868969
(1208,2133)(250000,251278)(250000,300000)	JASDQU010107134.1	275000	927	0.500805
(308,490)(60747,61056)(50000,100000)	JASDQU010107139.1	75000	184	0.078608
(328,728)(205386,205807)(200000,250000)	JASDQU010107148.1	225000	402	0.312361
(729,762)(341596,341633)(300000,350000)	JASDQU010107148.1	325000	35	0.043787
(797,4115)(50000,92688)(50000,100000)	JASDQU010107151.1	75000	3320	0.818007
(467,750)(161143,161430)(150000,200000)	JASDQU010107158.1	175000	285	0.300646
(775,1062)(97775,98491)(50000,100000)	JASDQU010107187.1	75000	289	0.374003
(475,633)(80093,80252)(50000,100000)	JASDQU010107188.1	75000	160	0.037010
(806,1372)(90044,90661)(50000,100000)	JASDQU010107242.1	75000	568	0.368747
(775,1418)(61106,61785)(50000,100000)	JASDQU010107255.1	75000	645	0.248033
(167,1730)(188584,197776)(150000,200000)	JASDQU010107320.1	175000	1565	0.245376
(2636,2851)(58674,92987)(50000,100000)	JASDQU010107329.1	75000	217	0.020699
(114,270)(123371,123555)(100000,150000)	JASDQU010107333.1	125000	158	0.054506
(24,52)(84393,84425)(50000,100000)	JASDQU010107340.1	75000	30	0.047392
(701,1238)(363210,387471)(350000,400000)	JASDQU010107355.1	375000	539	0.546314
(1811,4370)(119180,127924)(100000,150000)	JASDQU010107361.1	125000	2561	0.641352
(156,448)(125796,126188)(100000,150000)	JASDQU010107392.1	125000	294	0.035440
(476,1001)(100000,100579)(100000,150000)	JASDQU010107461.1	125000	527	0.278887
(1756,1933)(62803,63084)(50000,100000)	JASDQU010107484.1	75000	179	0.373319
(399,2755)(60134,83957)(50000,100000)	JASDQU010107496.1	75000	2358	0.186282
(1969,2198)(52032,99999)(50000,100000)	JASDQU010107497.1	75000	231	0.043657
(2111,3082)(63430,64402)(50000,100000)	JASDQU010107503.1	75000	973	0.594837
(3083,3266)(138577,138935)(100000,150000)	JASDQU010107503.1	125000	185	0.031633
(119,354)(187502,187859)(150000,200000)	JASDQU010107510.1	175000	237	0.049409
(481,624)(125346,125491)(100000,150000)	JASDQU010107513.1	125000	145	0.058467
(1228,1615)(155829,156239)(150000,200000)	JASDQU010107541.1	175000	389	0.113286
(816,1630)(58986,69897)(50000,100000)	JASDQU010107549.1	75000	816	0.181460
(1631,2604)(240237,241213)(200000,250000)	JASDQU010107549.1	225000	975	0.732477
(4232,4503)(203540,203849)(200000,250000)	JASDQU010107579.1	225000	273	0.175599
(368,839)(137973,139853)(100000,150000)	JASDQU010107603.1	125000	473	0.866501
(840,1201)(156210,156581)(150000,200000)	JASDQU010107603.1	175000	363	0.052384
(1202,1565)(227563,227942)(200000,250000)	JASDQU010107603.1	225000	365	0.030345
(1566,3524)(254869,283518)(250000,300000)	JASDQU010107603.1	275000	1960	0.226954
(397,500)(57422,57533)(50000,100000)	JASDQU010107624.1	75000	105	0.206070
(117,240)(111784,112048)(100000,150000)	JASDQU010107665.1	125000	125	0.077221
(422,9976)(126240,145593)(100000,150000)	JASDQU010107682.1	125000	9556	0.854042
(2903,3004)(151767,194866)(150000,200000)	JASDQU010107804.1	175000	103	0.048200
(3005,3477)(200912,247686)(200000,250000)	JASDQU010107804.1	225000	474	0.046397
(364,367)(265025,265029)(250000,300000)	JASDQU010107820.1	275000	5	0.048069
(2339,3015)(50000,87834)(50000,100000)	JASDQU010107834.1	75000	678	0.511397
(230,1248)(106877,107920)(100000,150000)	JASDQU010107839.1	125000	1020	0.389304
(470,1035)(64828,65989)(50000,100000)	JASDQU010107883.1	75000	567	0.245351
(362,430)(92698,92785)(50000,100000)	JASDQU010107884.1	75000	70	0.935620
(467,1269)(67242,68061)(50000,100000)	JASDQU010107903.1	75000	804	0.360454
(1651,2588)(66324,69589)(50000,100000)	JASDQU010107926.1	75000	939	0.789886
(180,225)(50021,50084)(50000,100000)	JASDQU010107941.1	75000	47	0.126869
(1,1054)(131853,148460)(100000,150000)	JASDQU010107981.1	125000	1055	0.312766
(1079,1297)(169118,169414)(150000,200000)	JASDQU010108008.1	175000	220	0.089467
(179,482)(52658,55882)(50000,100000)	JASDQU010108038.1	75000	305	0.115339
(2832,3123)(107348,107689)(100000,150000)	JASDQU010108071.1	125000	293	0.234491
(82,192)(190795,192127)(150000,200000)	JASDQU010108075.1	175000	112	0.063991
(108,1899)(82968,86031)(50000,100000)	JASDQU010108077.1	75000	1793	0.361819
(187,755)(200069,201055)(200000,250000)	JASDQU010108087.1	225000	570	0.505264
(244,377)(94021,94195)(50000,100000)	JASDQU010108112.1	75000	135	0.051241
(526,530)(153451,153462)(150000,200000)	JASDQU010108127.1	175000	6	0.060318
(338,1915)(63039,96476)(50000,100000)	JASDQU010108138.1	75000	1579	0.221647
(372,1927)(81470,84137)(50000,100000)	JASDQU010108151.1	75000	1557	0.093175
(4478,5231)(83706,84465)(50000,100000)	JASDQU010108156.1	75000	755	0.734349
(1389,2246)(113714,114585)(100000,150000)	JASDQU010108173.1	125000	859	0.361417
(115,465)(88143,88499)(50000,100000)	JASDQU010108195.1	75000	352	0.539979
(1464,1632)(114057,114410)(100000,150000)	JASDQU010108224.1	125000	170	0.008684
(1633,2114)(165610,166264)(150000,200000)	JASDQU010108224.1	175000	483	-0.011855
(1072,1975)(285134,286070)(250000,300000)	JASDQU010108277.1	275000	905	0.524791
(969,1022)(85900,85982)(50000,100000)	JASDQU010108282.1	75000	55	0.057062
(459,1074)(101107,101758)(100000,150000)	JASDQU010108286.1	125000	617	0.244892
(40,190)(56516,56685)(50000,100000)	JASDQU010108287.1	75000	152	0.093948
(457,694)(127942,129830)(100000,150000)	JASDQU010108312.1	125000	239	0.061353
(270,330)(165328,165397)(150000,200000)	JASDQU010108324.1	175000	62	0.117436
(460,1026)(131995,132600)(100000,150000)	JASDQU010108330.1	125000	568	0.335468
(9,279)(110031,123638)(100000,150000)	JASDQU010108365.1	125000	272	0.546971
(583,1697)(100226,149999)(100000,150000)	JASDQU010108386.1	125000	1116	0.081431
(136,433)(134426,134818)(100000,150000)	JASDQU010108391.1	125000	299	0.100848
(461,513)(71012,71082)(50000,100000)	JASDQU010108451.1	75000	54	0.105700
(468,558)(315121,315340)(300000,350000)	JASDQU010108455.1	325000	92	0.185133
(145,483)(59245,59596)(50000,100000)	JASDQU010108491.1	75000	340	0.056443
(484,1107)(341032,344001)(300000,350000)	JASDQU010108491.1	325000	625	0.076112
(1643,2127)(80005,80597)(50000,100000)	JASDQU010108501.1	75000	486	0.029960
(146,536)(74312,74771)(50000,100000)	JASDQU010108508.1	75000	392	0.169803
(1100,3077)(66661,68931)(50000,100000)	JASDQU010108575.1	75000	1979	0.532767
(350,460)(83019,83187)(50000,100000)	JASDQU010108591.1	75000	112	0.250795
(784,2290)(257987,279873)(250000,300000)	JASDQU010108604.1	275000	1508	0.481536
(2165,2432)(69917,70185)(50000,100000)	JASDQU010108623.1	75000	269	0.948184
(631,758)(126771,126903)(100000,150000)	JASDQU010108665.1	125000	129	0.208671
(759,3082)(164987,168991)(150000,200000)	JASDQU010108665.1	175000	2325	0.307291
(294,655)(132725,137983)(100000,150000)	JASDQU010108668.1	125000	363	0.552782
(1212,1498)(181097,181547)(150000,200000)	JASDQU010108700.1	175000	288	0.024405
(1861,2358)(197490,197989)(150000,200000)	JASDQU010108754.1	175000	499	-0.003845
(272,730)(166664,167186)(150000,200000)	JASDQU010108758.1	175000	460	0.429900
(47,962)(198871,199808)(150000,200000)	JASDQU010108781.1	175000	917	0.002163
(2665,3733)(83712,89268)(50000,100000)	JASDQU010108820.1	75000	1070	0.137586
(71,100)(84916,84989)(50000,100000)	JASDQU010108849.1	75000	31	-0.014590
(918,971)(57622,57707)(50000,100000)	JASDQU010108896.1	75000	55	0.053531
(689,2770)(65666,68471)(50000,100000)	JASDQU010108900.1	75000	2083	0.472156
(430,662)(65982,66283)(50000,100000)	JASDQU010108945.1	75000	234	0.214816
(1137,1753)(123259,123962)(100000,150000)	JASDQU010109025.1	125000	618	0.097617
(1,115)(188550,188669)(150000,200000)	JASDQU010109075.1	175000	116	0.016398
(1691,1741)(171304,171381)(150000,200000)	JASDQU010109088.1	175000	52	0.143288
(3,827)(55381,95332)(50000,100000)	JASDQU010109100.1	75000	826	0.090312
(725,1772)(203385,204456)(200000,250000)	JASDQU010109150.1	225000	1049	0.397326
(568,1954)(100095,116180)(100000,150000)	JASDQU010109171.1	125000	1388	0.491517
(1647,2796)(150047,181049)(150000,200000)	JASDQU010109179.1	175000	1151	0.445194
(53,78)(96841,96880)(50000,100000)	JASDQU010109226.1	75000	27	0.095356
(79,199)(102938,103062)(100000,150000)	JASDQU010109226.1	125000	122	0.034032
(2301,3493)(50000,51208)(50000,100000)	JASDQU010109237.1	75000	1194	0.056773
(755,791)(92684,92769)(50000,100000)	JASDQU010109259.1	75000	38	0.572533
(777,3612)(52365,57624)(50000,100000)	JASDQU010109285.1	75000	2837	0.571778
(6307,6443)(100910,101123)(100000,150000)	JASDQU010109298.1	125000	138	0.355619
(292,3120)(120643,127242)(100000,150000)	JASDQU010109345.1	125000	2830	0.819717
(72,119)(76777,76833)(50000,100000)	JASDQU010109351.1	75000	49	0.356775
(164,172)(119733,119752)(100000,150000)	JASDQU010109375.1	125000	10	0.047037
(278,404)(109361,109490)(100000,150000)	JASDQU010109385.1	125000	128	0.243666
(3009,5456)(115299,139220)(100000,150000)	JASDQU010109394.1	125000	2449	0.813870
(5457,6559)(159327,186920)(150000,200000)	JASDQU010109394.1	175000	1104	0.757088
(82,3681)(88183,95844)(50000,100000)	JASDQU010109408.1	75000	3601	0.363696
(203,1125)(77884,82432)(50000,100000)	JASDQU010109424.1	75000	924	0.028451
(1126,2658)(302229,303894)(300000,350000)	JASDQU010109424.1	325000	1534	0.279258
(2659,3257)(487308,487979)(450000,500000)	JASDQU010109424.1	475000	600	0.023236
(3258,3502)(503235,503691)(500000,550000)	JASDQU010109424.1	525000	246	0.030674
(916,1652)(65050,99999)(50000,100000)	JASDQU010109438.1	75000	738	0.284646
(2269,2298)(50255,50352)(50000,100000)	JASDQU010109452.1	75000	31	0.054358
(286,1154)(50000,55987)(50000,100000)	JASDQU010109471.1	75000	870	0.028634
(1233,2928)(133618,137080)(100000,150000)	JASDQU010109472.1	125000	1697	0.403931
(360,2162)(101053,107184)(100000,150000)	JASDQU010109475.1	125000	1804	0.117140
(214,338)(165890,166392)(150000,200000)	JASDQU010109483.1	175000	126	0.031159
(1056,2888)(50549,80725)(50000,100000)	JASDQU010109506.1	75000	1834	0.125789
(2235,2575)(82377,82741)(50000,100000)	JASDQU010109514.1	75000	342	0.668532
(1378,4103)(101214,105416)(100000,150000)	JASDQU010109516.1	125000	2727	0.857551
(1718,1829)(110694,110810)(100000,150000)	JASDQU010109521.1	125000	113	0.499001
(213,641)(77927,79427)(50000,100000)	JASDQU010109530.1	75000	430	0.088403
(7,797)(100000,102806)(100000,150000)	JASDQU010109551.1	125000	792	0.161735
(47,903)(127944,134127)(100000,150000)	JASDQU010109555.1	125000	858	0.292786
(1030,1057)(160493,160525)(150000,200000)	JASDQU010109571.1	175000	29	0.605892
(78,253)(62707,78654)(50000,100000)	JASDQU010109572.1	75000	177	0.417051
(885,2176)(61440,86887)(50000,100000)	JASDQU010109603.1	75000	1293	0.052669
(366,1099)(148944,149807)(100000,150000)	JASDQU010109609.1	125000	735	0.528178
(888,1489)(96487,97233)(50000,100000)	JASDQU010109656.1	75000	603	0.024310
(133,382)(219051,219300)(200000,250000)	JASDQU010109682.1	225000	251	0.141402
(108,719)(132572,133259)(100000,150000)	JASDQU010109692.1	125000	613	0.389523
(1924,2405)(120051,120597)(100000,150000)	JASDQU010169854.1	125000	483	0.504486
(167,1423)(194105,196473)(150000,200000)	JASDQU010171966.1	175000	1258	0.500727
(324,1176)(56903,62784)(50000,100000)	JASDQU010185724.1	75000	854	0.361237
(34,565)(251354,251929)(250000,300000)	JASDQU010192026.1	275000	533	0.182563
(587,1472)(53704,54598)(50000,100000)	JASDQU010194711.1	75000	887	0.193145
(1473,1755)(290579,294518)(250000,300000)	JASDQU010194711.1	275000	284	0.058446
(1201,1562)(50913,51274)(50000,100000)	JASDQU010197169.1	75000	363	0.746495
(9,574)(52473,53069)(50000,100000)	JASDQU010205369.1	75000	567	0.342750
(599,1215)(106699,107467)(100000,150000)	JASDQU010205869.1	125000	618	0.096372
(1022,1286)(55297,55607)(50000,100000)	JASDQU010206420.1	75000	266	0.249597
(206,845)(245540,246179)(200000,250000)	JASDQU010208377.1	225000	641	0.042571
(652,1290)(78561,79205)(50000,100000)	JASDQU010218620.1	75000	640	0.677581
(258,1024)(75826,76700)(50000,100000)	JASDQU010223478.1	75000	768	0.376836
(257,395)(219056,219220)(200000,250000)	JASDQU010240418.1	225000	140	0.341492
(561,1486)(210900,245822)(200000,250000)	JASDQU010240455.1	225000	927	0.139545
(2392,3847)(150000,151460)(150000,200000)	JASDQU010240480.1	175000	1457	0.510507
(51,758)(56263,59282)(50000,100000)	JASDQU010240492.1	75000	709	0.354521
(482,595)(110810,111133)(100000,150000)	JASDQU010240514.1	125000	115	0.037723
(63,2299)(82697,84977)(50000,100000)	JASDQU010240543.1	75000	2238	0.186626
(129,243)(100975,136318)(100000,150000)	JASDQU010240556.1	125000	116	0.224412
(1802,7200)(82005,87850)(50000,100000)	JASDQU010240571.1	75000	5400	0.201229
(7201,7520)(160702,161180)(150000,200000)	JASDQU010240571.1	175000	321	0.051739
(3540,7980)(50000,86317)(50000,100000)	JASDQU010240623.1	75000	4442	0.652925
(3303,4865)(113584,115185)(100000,150000)	JASDQU010240624.1	125000	1564	0.551931
(1145,1621)(113984,114529)(100000,150000)	JASDQU010240652.1	125000	478	0.409946
(270,887)(201949,202571)(200000,250000)	JASDQU010240674.1	225000	619	0.257854
(1681,2496)(151429,191226)(150000,200000)	JASDQU010240697.1	175000	817	0.037059
(6280,7158)(50000,51090)(50000,100000)	JASDQU010240714.1	75000	880	0.702084
(1197,2046)(101852,102731)(100000,150000)	JASDQU010240716.1	125000	851	0.756824
(1010,3566)(83770,93757)(50000,100000)	JASDQU010240744.1	75000	2558	0.087649
(301,895)(172037,191993)(150000,200000)	JASDQU010240758.1	175000	596	0.047708
(421,1755)(104521,112420)(100000,150000)	JASDQU010240767.1	125000	1336	0.124908
(674,1520)(188206,189102)(150000,200000)	JASDQU010240781.1	175000	848	0.775313
(8,265)(91002,91278)(50000,100000)	JASDQU010240829.1	75000	259	0.428540
(654,958)(72445,72814)(50000,100000)	JASDQU010240846.1	75000	306	0.150187
(529,712)(262617,262870)(250000,300000)	JASDQU010240852.1	275000	185	0.710509
(864,2191)(53195,55433)(50000,100000)	JASDQU010240888.1	75000	1329	0.732376
(3064,4597)(109775,140155)(100000,150000)	JASDQU010240926.1	125000	1535	0.383260
(1569,2661)(50003,52890)(50000,100000)	JASDQU010240943.1	75000	1094	0.468659
(2662,3485)(247744,249999)(200000,250000)	JASDQU010240943.1	225000	825	0.709626
(251,853)(77890,78515)(50000,100000)	JASDQU010240968.1	75000	604	0.220664
(893,4354)(117795,125082)(100000,150000)	JASDQU010240973.1	125000	3463	0.498899
(809,941)(92170,92308)(50000,100000)	JASDQU010240974.1	75000	134	0.425131
(424,533)(99133,99251)(50000,100000)	JASDQU010240981.1	75000	111	0.013295
(212,3609)(119718,124823)(100000,150000)	JASDQU010241029.1	125000	3399	0.416382
(497,642)(91285,91434)(50000,100000)	JASDQU010241038.1	75000	147	0.053966
(174,2905)(158077,160958)(150000,200000)	JASDQU010241056.1	175000	2733	0.682383
(163,864)(139708,140457)(100000,150000)	JASDQU010241097.1	125000	703	0.318088
(119,3137)(86205,90421)(50000,100000)	JASDQU010241109.1	75000	3020	0.368841
(363,917)(50000,50555)(50000,100000)	JASDQU010241112.1	75000	556	0.542114
(210,1220)(252490,255949)(250000,300000)	JASDQU010241141.1	275000	1012	0.658951
(2,276)(99201,99626)(50000,100000)	JASDQU010241144.1	75000	276	0.202318
(636,672)(198873,198918)(150000,200000)	JASDQU010241145.1	175000	38	0.017264
(625,721)(55915,56022)(50000,100000)	JASDQU010241249.1	75000	98	0.155241
(3559,8521)(87213,94393)(50000,100000)	JASDQU010241290.1	75000	4964	0.599105
(8522,9319)(105382,147485)(100000,150000)	JASDQU010241290.1	125000	799	0.616745
(9320,9943)(176559,177185)(150000,200000)	JASDQU010241290.1	175000	625	0.896264
(439,732)(68633,68935)(50000,100000)	JASDQU010241301.1	75000	295	0.786195
(105,685)(266571,267224)(250000,300000)	JASDQU010241323.1	275000	582	0.157829
(377,1038)(113943,114612)(100000,150000)	JASDQU010241330.1	125000	663	0.532167
(846,1443)(119675,139851)(100000,150000)	JASDQU010241345.1	125000	599	0.056391
(2929,10629)(51394,79271)(50000,100000)	JASDQU010241366.1	75000	7702	0.495150
(547,1019)(197168,198073)(150000,200000)	JASDQU010241489.1	175000	474	0.667671
(264,589)(70637,96834)(50000,100000)	JASDQU010241596.1	75000	327	0.056934
(461,1002)(50000,51933)(50000,100000)	JASDQU010241599.1	75000	543	0.026184
(484,1118)(236429,237077)(200000,250000)	JASDQU010241610.1	225000	636	0.201420
(873,1519)(172016,172760)(150000,200000)	JASDQU010241624.1	175000	648	0.031360
(705,972)(131189,131471)(100000,150000)	JASDQU010241677.1	125000	269	0.178420
(507,632)(68735,68865)(50000,100000)	JASDQU010241678.1	75000	127	0.206360
(4632,6683)(69072,87818)(50000,100000)	JASDQU010241681.1	75000	2053	0.542844
(11,258)(76193,76701)(50000,100000)	JASDQU010241697.1	75000	249	0.009341
(346,3021)(73697,79374)(50000,100000)	JASDQU010241714.1	75000	2677	0.693550
(951,1942)(112326,141150)(100000,150000)	JASDQU010241723.1	125000	993	0.326678
(590,938)(250262,255061)(250000,300000)	JASDQU010241738.1	275000	350	0.291258
(65,241)(122703,122896)(100000,150000)	JASDQU010241756.1	125000	178	0.155592
(187,282)(213265,213362)(200000,250000)	JASDQU010241757.1	225000	97	0.046506
(25,642)(115793,116523)(100000,150000)	JASDQU010241761.1	125000	619	0.384588
(1298,2276)(89034,90065)(50000,100000)	JASDQU010241796.1	75000	980	0.735308
(273,1598)(65266,66643)(50000,100000)	JASDQU010241817.1	75000	1327	0.753385
(1458,1477)(154699,155017)(150000,200000)	JASDQU010241819.1	175000	21	0.071562
(686,982)(178320,178648)(150000,200000)	JASDQU010241821.1	175000	298	0.069294
(4749,5226)(118533,119023)(100000,150000)	JASDQU010241830.1	125000	479	0.491905
(35,2648)(80611,87870)(50000,100000)	JASDQU010241919.1	75000	2615	0.439338
(412,1102)(80219,80916)(50000,100000)	JASDQU010241978.1	75000	692	0.027231
(173,4158)(50000,60098)(50000,100000)	JASDQU010242042.1	75000	3987	0.613575
(609,856)(154874,155124)(150000,200000)	JASDQU010242113.1	175000	249	0.026381
(2437,2788)(290232,290808)(250000,300000)	JASDQU010242150.1	275000	353	0.721315
(1241,2707)(100000,101472)(100000,150000)	JASDQU010242161.1	125000	1468	0.563415
(190,1081)(109876,127639)(100000,150000)	JASDQU010242171.1	125000	893	0.127747
(310,2654)(335312,338527)(300000,350000)	JASDQU010242224.1	325000	2346	0.675753
(1049,1278)(116923,149999)(100000,150000)	JASDQU010242248.1	125000	231	0.213124
(2462,3257)(143377,144690)(100000,150000)	JASDQU010242256.1	125000	797	0.044110
(72,493)(68660,69181)(50000,100000)	JASDQU010242311.1	75000	423	0.023263
(1429,2624)(96900,98133)(50000,100000)	JASDQU010242316.1	75000	1197	0.236903
(430,3224)(74201,79284)(50000,100000)	JASDQU010242322.1	75000	2796	0.202375
